Date,Open,High,Low,Close,Volume,Predicted price
1/1/2020,129.630661,132.8353577,129.198288,130.802002,7935230330,129.198288
1/2/2020,130.8200378,130.8200378,126.9549103,127.4101791,8032709256,126.9549103
1/3/2020,127.4112625,134.5540161,126.4900208,134.1717072,10476845358,126.4900208
1/4/2020,134.1685181,136.0527191,133.0405579,135.0693665,7430904515,133.0405579
1/5/2020,135.0720978,139.410202,135.0456238,136.2767792,7526675353,135.0456238
1/6/2020,136.305542,144.328186,136.0796356,144.3041534,9093747121,136.0796356
1/7/2020,144.3119965,145.00177,140.4888763,143.5439911,9257954672,140.4888763
1/8/2020,143.4878235,146.8280029,138.2682037,141.2581329,9387194957,138.2682037
1/9/2020,141.155777,141.3939819,136.2364044,138.9792023,7697325348,136.2364044
1/10/2020,138.967041,144.1673279,135.520401,143.9637756,9084816203,135.520401
1/11/2020,143.4091034,146.4809113,142.207962,142.9271088,9332208590,142.207962
1/12/2020,143.032547,146.1458588,142.7076416,145.8739319,8528167453,142.7076416
1/13/2020,146.2201385,146.7912292,142.907135,144.226593,8378529470,142.907135
1/14/2020,144.2510529,167.6815491,144.0649261,165.9553528,16712318373,144.0649261
1/15/2020,165.7346191,170.4256744,161.1096191,166.2306824,15173694057,161.1096191
1/16/2020,166.3328247,167.0581512,159.7096405,164.3910065,13735193018,159.7096405
1/17/2020,164.4893799,173.0692139,162.7756042,170.779953,14997091826,162.7756042
1/18/2020,170.7477264,178.5287781,166.7890167,175.3656769,14929342256,166.7890167
1/19/2020,175.4675903,177.2476349,163.6768646,166.9698486,13713374132,163.6768646
1/20/2020,166.904129,169.1148834,162.331604,167.1205139,11144529787,162.331604
1/21/2020,167.0604706,169.9101105,165.8197174,169.6971588,9789369362,165.8197174
1/22/2020,169.6085358,171.0086975,166.774231,168.2941589,9209827928,166.774231
1/23/2020,168.2957001,168.3122406,160.2953186,162.9285583,10396868698,160.2953186
1/24/2020,162.8993683,164.3094482,156.7497406,163.051178,10657671162,156.7497406
1/25/2020,163.0672913,163.2272339,158.6324768,161.2839355,8256956802,158.6324768
1/26/2020,161.1768188,168.2203217,160.2811279,168.0771027,9261861590,160.2811279
1/27/2020,168.0088501,172.9229126,166.9010925,170.9308929,11004476145,166.9010925
1/28/2020,170.8848572,176.3703156,170.7380676,176.3703156,11772875064,170.7380676
1/29/2020,176.3478851,178.8429718,175.0503387,175.0503387,10725267311,175.0503387
1/30/2020,174.9177094,186.2604828,172.3746338,184.6904755,12604789338,172.3746338
1/31/2020,184.736908,185.405838,176.296814,180.1601715,11728616394,176.296814
2/1/2020,180.1137695,183.8455505,179.7451782,183.6739502,11569697182,179.7451782
2/2/2020,183.5325012,193.0803986,180.1739502,188.6175385,14054425389,180.1739502
2/3/2020,188.6074066,193.4368896,188.0126953,189.8650665,12392875241,188.0126953
2/4/2020,189.8617249,191.111496,185.4036255,189.2505951,11714191695,185.4036255
2/5/2020,189.2991028,206.8040009,188.7526855,204.2302399,14865434435,188.7526855
2/6/2020,204.1296997,214.5977173,201.904068,212.3390808,16425589683,201.904068
2/7/2020,212.3158875,223.1409302,212.3041992,222.726059,16673443564,212.3041992
2/8/2020,222.5109711,226.588089,215.3862915,223.1465149,16741203125,215.3862915
2/9/2020,222.9822388,229.8642426,222.9822388,228.5785675,15031356241,222.9822388
2/10/2020,228.5491333,229.1846161,218.0800476,223.5227051,16210008511,218.0800476
2/11/2020,223.3849335,236.5471344,218.6176147,235.8511963,16964695963,218.6176147
2/12/2020,235.8982239,272.3988342,235.8962708,265.4061279,24545049386,235.8962708
2/13/2020,265.0527039,273.7410583,258.9225159,268.0992432,25801317504,258.9225159
2/14/2020,268.0232849,285.056427,262.7625122,284.2174988,23558253463,262.7625122
2/15/2020,284.5613098,287.1236877,264.2796631,264.7285767,23682452994,264.2796631
2/16/2020,264.9040527,272.8824463,242.4844055,259.8947144,25152366643,242.4844055
2/17/2020,259.890564,266.8712463,244.3353271,266.3634338,26024080089,244.3353271
2/18/2020,266.5088196,283.1961365,261.4638977,281.9445801,26511477187,261.4638977
2/19/2020,282.0362854,283.5379333,259.7639771,259.7639771,22679414413,259.7639771
2/20/2020,259.8198547,263.6954041,250.9512634,257.9494629,23229828870,250.9512634
2/21/2020,257.8911133,267.0048523,255.6890869,265.6006165,20867593292,255.6890869
2/22/2020,265.5515747,266.387207,258.913147,262.3317261,16906032862,258.913147
2/23/2020,262.2784119,273.7541504,261.9605103,273.7541504,19585998814,261.9605103
2/24/2020,273.7050781,275.5395203,259.6251526,265.2164307,22400845640,259.6251526
2/25/2020,265.2833862,265.431488,246.8589935,247.8175964,21878882134,246.8589935
2/26/2020,247.7402039,249.649704,221.2665558,225.6802673,26235617201,221.2665558
2/27/2020,225.6870422,237.2289276,212.6645203,226.7533875,25645522790,212.6645203
2/28/2020,226.9876099,234.2089386,216.3462067,226.760498,22563530559,216.3462067
2/29/2020,226.8334503,232.2566223,219.8485107,219.8485107,18181296376,219.8485107
3/1/2020,219.7526855,226.677887,214.1304321,218.9705963,18179807469,214.1304321
3/2/2020,218.7116241,232.8115845,217.2842865,230.5697784,20305587789,217.2842865
3/3/2020,230.5239716,232.3258057,221.732666,224.4796295,19853178572,221.732666
3/4/2020,224.5653381,228.0404205,222.0888824,224.5179749,16567075208,222.0888824
3/5/2020,224.6418915,234.3644562,224.6418915,229.2681885,18201291785,224.6418915
3/6/2020,229.1684265,243.5549774,228.743576,243.5252991,19374772256,228.743576
3/7/2020,243.7501984,249.9784851,237.5512848,237.8530884,19431652027,237.5512848
3/8/2020,237.7806854,237.7806854,200.6029816,200.6890564,21381823651,200.6029816
3/9/2020,201.3184967,207.4514008,192.2698975,201.9863281,23645428606,192.2698975
3/10/2020,202.8639526,205.7142487,198.0644989,200.7672424,18344930072,198.0644989
3/11/2020,200.7680359,202.9542999,184.3621521,194.8685303,16984790291,184.3621521
3/12/2020,194.7389221,195.147934,111.2107086,112.3471222,22134741655,111.2107086
3/13/2020,112.6899948,137.4295349,95.18430328,133.2018127,27864623061,95.18430328
3/14/2020,133.5824738,134.484375,122.4144745,123.3060226,12740784545,122.4144745
3/15/2020,123.2460632,132.2421417,121.853653,125.2143021,12719251813,121.853653
3/16/2020,124.9961166,124.9961166,105.1714401,110.6058731,15984904590,105.1714401
3/17/2020,110.4067841,118.9882813,110.4067841,113.942749,12087490572,110.4067841
3/18/2020,113.8576431,116.0216217,111.7431107,114.8422699,11617854009,111.7431107
3/19/2020,114.8398285,140.5277252,114.7328644,136.5938568,16396753275,114.7328644
