Date,Open,High,Low,Close,Volume,Predicted price
1/1/2020,0.032832,0.033813,0.032703999,0.033457998,22948374,0.033457998
1/2/2020,0.033473998,0.033507001,0.032448001,0.032751001,20843934,0.032751001
1/3/2020,0.032747999,0.034426998,0.032490999,0.03418,30162644,0.03418
1/4/2020,0.034191001,0.034685001,0.033872001,0.034595001,29535781,0.034595001
1/5/2020,0.034573998,0.035356,0.034545001,0.034720998,21479178,0.034720998
1/6/2020,0.034751002,0.037299,0.034674,0.037271999,37988444,0.037271999
1/7/2020,0.037291002,0.037806999,0.036653001,0.037046999,51562680,0.037046999
1/8/2020,0.037055001,0.038550999,0.036015,0.036435001,49193345,0.036435001
1/9/2020,0.036444999,0.036444999,0.035673,0.036359001,26562776,0.036359001
1/10/2020,0.036334999,0.036979999,0.034807,0.036874,47483943,0.036874
1/11/2020,0.036853999,0.037579,0.036522001,0.036825001,63485488,0.036825001
1/12/2020,0.036821,0.037748002,0.03658,0.037689999,56546260,0.037689999
1/13/2020,0.037696,0.037944,0.036775999,0.036966,56296775,0.036966
1/14/2020,0.037041001,0.042219002,0.036968999,0.04166,125280206,0.04166
1/15/2020,0.041579999,0.042957999,0.040406998,0.042553,111350540,0.042553
1/16/2020,0.042571999,0.043090999,0.040224001,0.041391,76686221,0.041391
1/17/2020,0.041435,0.045678999,0.041106001,0.044978,106282894,0.044978
1/18/2020,0.044985,0.045543998,0.043239001,0.044851001,89192476,0.044851001
1/19/2020,0.044851001,0.045765001,0.041412,0.041979,91187159,0.041979
1/20/2020,0.041919999,0.044296,0.041919999,0.043873001,70100648,0.043873001
1/21/2020,0.043811001,0.046548001,0.043469001,0.045988999,95915865,0.045988999
1/22/2020,0.045938998,0.046335001,0.045313001,0.045653999,67145740,0.045653999
1/23/2020,0.045658998,0.045814,0.042231001,0.043334,75034253,0.043334
1/24/2020,0.04338,0.045242999,0.041448001,0.045003999,77503651,0.045003999
1/25/2020,0.044968002,0.045185,0.043071002,0.043248001,57389976,0.043248001
1/26/2020,0.043246999,0.044633001,0.042994998,0.044581,62759585,0.044581
1/27/2020,0.044627,0.048797999,0.044229999,0.047912002,97006750,0.047912002
1/28/2020,0.047839001,0.054327998,0.047483001,0.052857,207996791,0.052857
1/29/2020,0.052896999,0.057301998,0.052549999,0.053514,187136958,0.053514
1/30/2020,0.053468999,0.056880001,0.052368,0.05607,153009928,0.05607
1/31/2020,0.056033999,0.056566998,0.052269999,0.053792998,130754832,0.053792998
2/1/2020,0.053835999,0.057147998,0.053281002,0.056092001,110646744,0.056092001
